Exercise,Arms,Legs,Back,Abs,Butt,Posture
Videos,https://www.youtube.com/watch?v=hAGfBjvIRFI&list=LL&index=8,https://www.youtube.com/watch?v=xpzMr3nSOIE&list=LL&index=10,https://www.youtube.com/watch?v=5hVAUMZkJq4&list=LL&index=7&t=127s,https://www.youtube.com/watch?v=hxjKZcOT17E&list=LL&index=9,https://www.youtube.com/watch?v=i1ZzdBgLtZg,https://www.youtube.com/watch?v=5R54QoUbbow
